timeOpen;timeClose;timeHigh;timeLow;name;open;high;low;close;volume;marketCap;timestamp
"2025-09-20T00:00:00.000Z";"2025-09-20T23:59:59.999Z";"2025-09-20T15:31:00.000Z";"2025-09-20T03:56:00.000Z";"2781";115691.1284812904;116191.1480749243;115473.5242788556;115721.9582075807;22864449614.47;2305727545530.23;"2025-09-20T23:59:59.999Z"
"2025-09-19T00:00:00.000Z";"2025-09-19T23:59:59.999Z";"2025-09-19T01:06:00.000Z";"2025-09-19T20:01:00.000Z";"2781";117137.6733468891;117479.7542796512;115141.8172917535;115688.8628180112;38828473971.12;2304948597306.78;"2025-09-19T23:59:59.999Z"
"2025-09-18T00:00:00.000Z";"2025-09-18T23:59:59.999Z";"2025-09-18T18:52:00.000Z";"2025-09-18T00:27:00.000Z";"2781";116461.2627060922;117911.7883364225;116188.7951577832;117137.2024600838;49457272032.38;2333715124062.34;"2025-09-18T23:59:59.999Z"
"2025-09-17T00:00:00.000Z";"2025-09-17T23:59:59.999Z";"2025-09-17T07:23:00.000Z";"2025-09-17T18:47:00.000Z";"2781";116840.5069392953;117328.6057367203;114794.9732017913;116468.5073895201;60528025996.3;2320183085224.08;"2025-09-17T23:59:59.999Z"
"2025-09-16T00:00:00.000Z";"2025-09-16T23:59:59.999Z";"2025-09-16T22:09:00.000Z";"2025-09-16T13:52:00.000Z";"2781";115423.7546416593;117005.2758521778;114813.0925685001;116843.1842506891;45781744592.98;2327691788783.86;"2025-09-16T23:59:59.999Z"
"2025-09-15T00:00:00.000Z";"2025-09-15T23:59:59.999Z";"2025-09-15T06:11:00.000Z";"2025-09-15T13:46:00.000Z";"2781";115399.6311438108;116747.87923585;114461.0631650978;115444.8727083374;52937859416.04;2299410634533.67;"2025-09-15T23:59:59.999Z"
"2025-09-14T00:00:00.000Z";"2025-09-14T23:59:59.999Z";"2025-09-14T09:49:00.000Z";"2025-09-14T23:50:00.000Z";"2781";115950.292319112;116181.4992231369;115222.3963213323;115407.6544474289;32798036056.78;2298871666829.88;"2025-09-14T23:59:59.999Z"
"2025-09-13T00:00:00.000Z";"2025-09-13T23:59:59.999Z";"2025-09-13T01:04:00.000Z";"2025-09-13T17:10:00.000Z";"2781";116093.5595234273;116334.6335516459;115248.2758530589;115950.5050492249;34549454946.66;2309784087733.52;"2025-09-13T23:59:59.999Z"
"2025-09-12T00:00:00.000Z";"2025-09-12T23:59:59.999Z";"2025-09-12T19:56:00.000Z";"2025-09-12T12:11:00.000Z";"2781";115507.7929561424;116769.3825253667;114794.4843507292;116101.5808964756;54785725894.45;2312575346970.39;"2025-09-12T23:59:59.999Z"
"2025-09-11T00:00:00.000Z";"2025-09-11T23:59:59.999Z";"2025-09-11T23:58:00.000Z";"2025-09-11T13:19:00.000Z";"2781";113961.4280938375;115522.5438696033;113453.8393085089;115507.5375268541;45685065332.3;2300873652880.9;"2025-09-11T23:59:59.999Z"
"2025-09-10T00:00:00.000Z";"2025-09-10T23:59:59.999Z";"2025-09-10T13:50:00.000Z";"2025-09-10T01:52:00.000Z";"2781";111531.2478804626;114275.2527809912;110940.076862647;113955.3589546047;56377473784.11;2270015122299.65;"2025-09-10T23:59:59.999Z"
"2025-09-09T00:00:00.000Z";"2025-09-09T23:59:59.999Z";"2025-09-09T07:31:00.000Z";"2025-09-09T15:46:00.000Z";"2781";112077.5772737136;113225.4400409729;110776.7003083141;111530.5499815784;45984480722.09;2221551890594.18;"2025-09-09T23:59:59.999Z"
"2025-09-08T00:00:00.000Z";"2025-09-08T23:59:59.999Z";"2025-09-08T15:26:00.000Z";"2025-09-08T02:22:00.000Z";"2781";111163.0177975035;112869.2356980465;110630.6055984677;112071.4310885385;40212813406.78;2232377995774.42;"2025-09-08T23:59:59.999Z"
"2025-09-07T00:00:00.000Z";"2025-09-07T23:59:59.999Z";"2025-09-07T23:28:00.000Z";"2025-09-07T00:03:00.000Z";"2781";110221.325878985;111591.0756053685;110211.6215475936;111167.6195183032;24618007519.76;2214104302826.17;"2025-09-07T23:59:59.999Z"
"2025-09-06T00:00:00.000Z";"2025-09-06T23:59:59.999Z";"2025-09-06T03:29:00.000Z";"2025-09-06T19:55:00.000Z";"2781";110650.5717222438;111275.0150835858;110024.0841394861;110224.6977364094;21500719035.81;2195293247853.39;"2025-09-06T23:59:59.999Z"
"2025-09-05T00:00:00.000Z";"2025-09-05T23:59:59.999Z";"2025-09-05T12:56:00.000Z";"2025-09-05T17:44:00.000Z";"2781";110723.0145434385;113357.4891909155;110233.3952001083;110650.988279402;60241647677.23;2203793467266.42;"2025-09-05T23:59:59.999Z"
"2025-09-04T00:00:00.000Z";"2025-09-04T23:59:59.999Z";"2025-09-04T00:58:00.000Z";"2025-09-04T15:22:00.000Z";"2781";111718.1491354521;112208.3283429949;109347.2252267814;110723.6000805153;60131132900.9;2205191335152.3;"2025-09-04T23:59:59.999Z"
"2025-09-03T00:00:00.000Z";"2025-09-03T23:59:59.999Z";"2025-09-03T17:53:00.000Z";"2025-09-03T07:21:00.000Z";"2781";111190.6986883387;112600.2245973486;110582.9581038985;111723.2133253295;61119643564.64;2224907382002.52;"2025-09-03T23:59:59.999Z"
"2025-09-02T00:00:00.000Z";"2025-09-02T23:59:59.999Z";"2025-09-02T14:37:00.000Z";"2025-09-02T12:48:00.000Z";"2781";109243.0673274592;111748.0126677789;108454.0286421436;111200.5872122159;74776999490.97;2214403015411.19;"2025-09-02T23:59:59.999Z"
"2025-09-01T00:00:00.000Z";"2025-09-01T23:59:59.999Z";"2025-09-01T09:34:00.000Z";"2025-09-01T05:20:00.000Z";"2781";108228.7470722929;109890.5848562763;107271.183408171;109250.5947969764;66870372995.2;2175562358172.14;"2025-09-01T23:59:59.999Z"
"2025-08-31T00:00:00.000Z";"2025-08-31T23:59:59.999Z";"2025-08-31T01:57:00.000Z";"2025-08-31T23:41:00.000Z";"2781";108818.4610841382;109490.9995067257;108104.6558106907;108236.7098959993;47986191770.07;2155311534755.2;"2025-08-31T23:59:59.999Z"
"2025-08-30T00:00:00.000Z";"2025-08-30T23:59:59.999Z";"2025-08-30T15:46:00.000Z";"2025-08-30T02:00:00.000Z";"2781";108409.4049568393;108929.3486691764;107444.443172336;108808.0717128957;51486264207.9;2167007351838.78;"2025-08-30T23:59:59.999Z"
"2025-08-29T00:00:00.000Z";"2025-08-29T23:59:59.999Z";"2025-08-29T00:30:00.000Z";"2025-08-29T21:04:00.000Z";"2781";112550.5200780888;112619.0530334579;107559.6243034287;108410.8381422406;77843379643.52;2158807975372.9;"2025-08-29T23:59:59.999Z"
"2025-08-28T00:00:00.000Z";"2025-08-28T23:59:59.999Z";"2025-08-28T13:23:00.000Z";"2025-08-28T00:36:00.000Z";"2781";111219.0511864502;113450.0764898825;110900.9244463829;112544.8019855007;58860155962.4;2241214229395.23;"2025-08-28T23:59:59.999Z"
"2025-08-27T00:00:00.000Z";"2025-08-27T23:59:59.999Z";"2025-08-27T14:36:00.000Z";"2025-08-27T08:50:00.000Z";"2781";111795.7082674864;112619.4155077651;110398.2624723931;111222.0607170952;62137056408.51;2214646576273.91;"2025-08-27T23:59:59.999Z"
"2025-08-26T00:00:00.000Z";"2025-08-26T23:59:59.999Z";"2025-08-26T23:14:00.000Z";"2025-08-26T01:02:00.000Z";"2781";110124.1054283366;112397.0129681116;108762.0355834599;111802.655570345;69396320316.88;2226076813796.44;"2025-08-26T23:59:59.999Z"
"2025-08-25T00:00:00.000Z";"2025-08-25T23:59:59.999Z";"2025-08-25T03:11:00.000Z";"2025-08-25T21:33:00.000Z";"2781";113456.8946803248;113637.8418561592;109324.2801964692;110124.350927514;85706860189.64;2192739869455.91;"2025-08-25T23:59:59.999Z"
"2025-08-24T00:00:00.000Z";"2025-08-24T23:59:59.999Z";"2025-08-24T02:10:00.000Z";"2025-08-24T19:38:00.000Z";"2781";115387.3913229719;115615.0840495;111060.5448753841;113458.4322355685;73961489632.02;2259049760359.11;"2025-08-24T23:59:59.999Z"
"2025-08-23T00:00:00.000Z";"2025-08-23T23:59:59.999Z";"2025-08-23T00:35:00.000Z";"2025-08-23T15:12:00.000Z";"2781";116866.3678373747;116996.2531990844;114536.108256073;115374.331193013;55377142585.98;2297430001314.73;"2025-08-23T23:59:59.999Z"
"2025-08-22T00:00:00.000Z";"2025-08-22T23:59:59.999Z";"2025-08-22T18:15:00.000Z";"2025-08-22T12:36:00.000Z";"2781";112433.7307832327;117377.3986676667;111678.9486069826;116874.0874716783;82528088239.59;2326822823274.44;"2025-08-22T23:59:59.999Z"
"2025-08-21T00:00:00.000Z";"2025-08-21T23:59:59.999Z";"2025-08-21T02:02:00.000Z";"2025-08-21T19:39:00.000Z";"2781";114275.6841476792;114802.6496262389;111986.2347013088;112419.0275001688;57817883699.69;2238516228088.39;"2025-08-21T23:59:59.999Z"
"2025-08-20T00:00:00.000Z";"2025-08-20T23:59:59.999Z";"2025-08-20T22:57:00.000Z";"2025-08-20T14:18:00.000Z";"2781";112828.0213893074;114625.7961371925;112387.9619617084;114274.7407842478;67993811525.52;2275137450832.98;"2025-08-20T23:59:59.999Z"
"2025-08-19T00:00:00.000Z";"2025-08-19T23:59:59.999Z";"2025-08-19T01:05:00.000Z";"2025-08-19T23:55:00.000Z";"2781";116241.8565498179;116764.4962913425;112730.3986887454;112831.1759943522;71657600352.99;2246264081038.23;"2025-08-19T23:59:59.999Z"
"2025-08-18T00:00:00.000Z";"2025-08-18T23:59:59.999Z";"2025-08-18T00:11:00.000Z";"2025-08-18T09:35:00.000Z";"2781";117453.9063856625;117614.1711543471;114723.6824023118;116252.3119358528;72787808089.51;2314179147653.02;"2025-08-18T23:59:59.999Z"
"2025-08-17T00:00:00.000Z";"2025-08-17T23:59:59.999Z";"2025-08-17T13:53:00.000Z";"2025-08-17T01:08:00.000Z";"2781";117492.7885821931;118595.7762507132;117279.5209703975;117453.0627100409;45852169525.35;2338253928062.47;"2025-08-17T23:59:59.999Z"
"2025-08-16T00:00:00.000Z";"2025-08-16T23:59:59.999Z";"2025-08-16T01:55:00.000Z";"2025-08-16T10:23:00.000Z";"2781";117398.42308612;117996.0633477344;117271.9524040262;117491.3483895253;48036922377.96;2338971474695.19;"2025-08-16T23:59:59.999Z"
"2025-08-15T00:00:00.000Z";"2025-08-15T23:59:59.999Z";"2025-08-15T06:49:00.000Z";"2025-08-15T16:17:00.000Z";"2781";118365.7843911702;119332.3117554601;116864.5734769494;117398.3479829685;68665353159.16;2337039020728.36;"2025-08-15T23:59:59.999Z"
"2025-08-14T00:00:00.000Z";"2025-08-14T23:59:59.999Z";"2025-08-14T00:33:00.000Z";"2025-08-14T18:23:00.000Z";"2781";123339.3953878563;124457.1168703663;117254.8826387024;118359.5805705313;104055627395.48;2356244699277.73;"2025-08-14T23:59:59.999Z"
"2025-08-13T00:00:00.000Z";"2025-08-13T23:59:59.999Z";"2025-08-13T23:42:00.000Z";"2025-08-13T06:05:00.000Z";"2781";120168.977702397;123682.4533707836;118939.6312946595;123344.0598056487;90904808794.95;2455190057730.02;"2025-08-13T23:59:59.999Z"
"2025-08-12T00:00:00.000Z";"2025-08-12T23:59:59.999Z";"2025-08-12T20:56:00.000Z";"2025-08-12T10:15:00.000Z";"2781";118717.6624479562;120302.4706699823;118228.7221977164;120172.9070599404;72803657984.3;2391997268648.95;"2025-08-12T23:59:59.999Z"
"2025-08-11T00:00:00.000Z";"2025-08-11T23:59:59.999Z";"2025-08-11T06:56:00.000Z";"2025-08-11T21:54:00.000Z";"2781";119306.8107653633;122321.0974354062;118159.028541729;118731.4470327152;90528784177.43;2363082431521.65;"2025-08-11T23:59:59.999Z"
"2025-08-10T00:00:00.000Z";"2025-08-10T23:59:59.999Z";"2025-08-10T23:35:00.000Z";"2025-08-10T00:02:00.000Z";"2781";116497.7165764095;119320.7140863204;116485.1660488103;119306.7614218206;64755458694.47;2374751720810.42;"2025-08-10T23:59:59.999Z"
"2025-08-09T00:00:00.000Z";"2025-08-09T23:59:59.999Z";"2025-08-09T10:24:00.000Z";"2025-08-09T03:09:00.000Z";"2781";116678.2756898164;117906.6117650913;116363.8351546953;116500.3620579945;54004312428.99;2318789772860.09;"2025-08-09T23:59:59.999Z"
